pct_mouse_click	screen_height	page_activity_duration	product_ean	pct_click_product_info	pct_scroll_move_duration	screen_width	pct_wild_mouse	ack	pct_scroll_move	pct_doubleclick	pct_click	user_id	wild_mouse_duration	browser_name	session_id	pct_rage_click	scroll_move_total_rel_distance	mouse_move_total_rel_distance	pct_scrandom	pct_input	pct_mouse_move	session_start	session_duration	total_load_time
6.00642	768	10.13811	0825036509958	78.75803	7.66919	1024	46.20873	1.00000	57.18060	10.17283	6.99680	545	10.71964	chrome	489637	38.86778	8.36923	11.19169	44.54820	0.77713	9.84001	2018-12-20 05:31:36	198.41034	12.43854
8.31907	1024	8.65118	9034796574460	46.22186	11.61745	1024	59.09007	1.00000	45.13710	6.30740	5.48955	1093	9.79538	chrome	509206	50.05052	6.09416	10.50504	38.91816	0.33064	6.88134	2019-10-03 10:10:52	164.51757	4.12810
4.36221	800	7.34732	6390872346202	41.49268	6.90132	800	36.10747	1.00000	75.65910	9.15852	7.16843	920	8.61785	chrome	175656	57.29118	8.65189	11.53369	46.52996	0.10163	8.84775	2023-05-30 22:37:21	252.13300	5.53706
8.20144	768	8.17989	2994038988660	30.06603	7.49317	800	47.59949	1.00000	50.72207	7.15084	8.56492	352	8.22585	chrome	1219050	57.30452	7.98540	7.04571	59.32189	0.08028	6.86946	2019-09-09 00:06:54	146.18959	1.89201
5.61978	768	7.72334	5293388352105	54.11334	8.55617	1024	54.82164	0.00000	55.77579	7.45703	5.95871	660	7.52076	chrome	990286	54.29406	7.08186	9.23216	36.48848	0.06670	8.91696	2023-01-24 07:27:18	81.11584	8.24721
9.94081	1024	9.30124	3770747338823	43.22338	9.23754	higher	47.77259	1.00000	60.78676	5.82429	9.15113	2380	9.77894	mobile	682321	62.87079	7.32968	8.58117	39.13218	0.32075	10.25464	2021-02-06 03:19:33	36.56338	4.46179
5.46890	768	9.13115	8267643602486	59.95058	8.81449	lower	39.72967	0.00000	47.45129	9.11167	5.73018	1405	10.46156	edge	673807	42.67977	8.08147	9.95042	27.43461	0.61286	8.31857	2020-03-27 08:30:34	58.94278	2.02424
8.57610	768	12.42218	9004822905575	66.91936	9.00747	1366	53.50412	0.00000	33.11235	11.39250	4.44773	1387	10.29553	chrome	900016	33.67980	8.18656	6.75494	48.20818	0.51768	7.60252	2021-06-16 02:03:45	96.88319	0.87907
9.88975	1080	6.67903	8101409355691	40.43290	3.02150	1920	50.77437	0.00000	38.24449	12.24143	12.05133	1643	10.65560	edge	351639	39.61730	8.95237	5.65919	40.90394	0.75781	7.48934	2020-10-14 07:23:43	148.49237	8.35068
8.54503	800	8.60658	7851303932702	61.44108	13.46431	1920	51.67629	1.00000	30.51073	5.99303	4.05340	884	11.26838	chrome	1282682	45.56222	9.27127	10.05794	40.67195	1.36138	8.44637	2018-09-29 16:29:07	161.83290	2.53793
6.65080	768	7.57278	0735632742232	23.52701	11.60857	lower	32.90951	1.00000	34.45726	4.68405	6.17636	2442	10.41190	edge	645635	36.36816	7.58327	10.48812	55.83880	0.59023	7.87176	2020-08-22 06:26:18	71.09543	1.50918
9.55554	768	9.68423	7670743607427	39.69272	9.09877	1280	48.64467	1.00000	42.14192	6.05786	9.70368	20	10.27008	safari	1255051	50.37350	7.33191	11.04173	59.08584	0.50241	9.64662	2021-09-25 08:53:31	52.72365	1.64452
7.69605	768	9.50997	0466850374201	26.23196	9.85577	higher	64.91273	1.00000	58.03693	4.47563	7.51129	2197	8.10224	edge	536709	64.76995	7.47609	8.38639	55.85525	0.07271	7.04440	2021-08-02 15:43:07	192.89693	2.86152
8.11003	800	5.37691	9889741275097	79.67349	3.80673	800	48.34679	0.00000	46.36997	9.73892	12.06504	396	9.83074	chrome	114141	25.27658	8.05561	7.22305	19.45378	0.33066	7.32663	2020-04-18 19:25:22	139.00349	1.64216
5.29189	1080	9.19970	7657707125906	54.15218	9.42705	1920	46.90277	0.00000	52.32812	8.81444	5.34857	972	11.36185	mobile	1091623	37.16962	8.23802	9.35004	38.51315	1.47733	7.07960	2021-04-28 19:15:43	225.90192	0.94846
12.34551	lower	8.56381	8336573362293	58.70365	10.13811	1920	88.44823	1.00000	54.83879	6.71213	7.98418	410	8.48183	other	1204389	36.67487	7.37262	8.49620	43.24748	0.10020	6.36192	2019-04-08 03:44:24	188.85713	6.56073
8.65398	1024	8.97354	3380903524498	57.51957	10.07235	800	57.91150	1.00000	58.55495	4.48569	9.55445	393	10.78450	edge	622333	27.25669	7.67538	11.56110	45.85262	0.84036	7.84795	2022-05-19 01:55:27	207.32015	1.96079
5.17612	1024	10.23227	8531750092608	48.53149	3.58875	1280	51.50898	0.00000	23.53725	9.86528	10.05518	1225	8.84967	chrome	693539	57.69181	5.10458	6.30868	39.30102	0.12360	6.49651	2023-06-15 23:07:41	151.03987	7.90697
9.32827	768	9.94508	8408159647428	50.75981	12.54671	lower	36.29074	1.00000	66.72211	5.84569	4.99215	937	9.74594	chrome	16339	40.21441	7.68514	10.07475	5.85841	0.31891	7.80689	2020-08-19 09:21:04	82.01930	11.25026
5.20270	1080	9.03599	4690432308001	48.63677	6.46628	1280	53.29955	0.00000	37.02520	9.56115	7.29635	209	8.58358	firefox	1482901	52.70290	9.03819	9.43385	30.89449	0.10616	7.71125	2019-04-04 01:05:31	174.25878	2.47849
9.36614	800	10.16445	1330175130363	19.55920	9.56378	1280	46.78554	1.00000	41.29739	5.68164	8.21920	1751	8.92597	safari	669619	28.46140	7.17885	8.77804	40.17089	0.16224	7.21179	2022-06-08 06:36:56	154.88428	7.56220
1.86368	lower	6.98210	6656000654015	59.12441	7.23617	800	44.18448	0.00000	30.31701	5.52076	8.76632	1807	10.09530	firefox	1063640	55.35178	6.91865	11.18168	48.17099	0.42705	6.90589	2023-03-04 10:32:46	142.90342	2.13903
9.81956	768	8.07686	5938758379442	73.71571	9.52147	higher	29.46021	1.00000		5.45403	9.04179	2134	10.28374	other	953342	70.22456	7.07785	7.56222	38.61006	0.51126	8.93877	2022-07-20 14:00:32	142.31169	6.06171
10.74003	1080	9.70318	8144355896542	35.31749	11.07519	1366	36.62988	1.00000	61.54026	5.50037	8.41152	999	11.58842	other	298770	30.48361	8.27345	9.38365	57.62513	1.85732	7.23034	2021-09-22 10:11:02	85.93590	1.17319
6.85314	600	12.99140	2809720122270	49.49397	7.20713	1024	33.85801	1.00000	34.97593	6.34438	10.22118	1310	10.33703	edge	1474649	73.18234	6.46765	9.84803	37.46512	0.54491	9.59434	2018-11-07 23:04:25	163.35404	4.71218
7.11161	1024	8.52587	0551097904011	72.13324	5.43266	1024	56.06014	0.00000	59.90021	9.66854	9.44568	151	10.16302	edge	513323	28.31561	6.88797	6.32171	42.42628	0.46199	6.83569	2021-11-21 15:33:36	150.03486	5.76463
11.56425	768	7.72024	2737206255863	56.76010	3.60695	1920	49.20404	0.00000	67.64797	11.91137	11.60653	2301	9.58781	opera	515443	40.95562	6.63413	4.43522	49.96492	0.26292	7.96771	2019-06-07 05:45:38	221.94955	1.67218
4.80059	600	6.34570	6655829704741	64.02600	3.81467	800	63.49663	0.00000	41.14953	9.85728	10.71098	2229	10.79630	mobile	287084	42.64661	8.50550	7.00314	42.15498	0.83692	7.78704	2019-07-27 16:06:12	200.32672	7.83930
8.41322	1024	12.01639	0032683655048	55.00292	9.49774	higher	39.18711	1.00000	47.69625	5.63974	9.37171	1582	11.55173	chrome	553219	34.57197	6.47796	10.75841	50.27140	1.76646	7.05437	2021-07-11 19:09:12	246.27959	10.74449
8.20873	1080	8.23736	1091470379375	65.65761	9.88264	1366	60.98220	1.00000	63.27238	7.17207	6.25790	2385	8.51273	chrome	259067	71.64164	7.87252	9.67190	50.64400	0.11116	7.43881	2020-08-18 06:42:53	32.06860	1.53974
6.23234	1080	10.08880	4589501987806	53.57728	9.09557	1280	65.49047	0.00000	57.96743	9.68645	4.11885	1028	8.92820	firefox	621759	43.57021	7.51644	7.56773	44.17834	0.14793	7.82013	2023-05-01 13:08:32	138.16064	2.31417
6.77460	800	9.04797	0600537415911	92.68807	7.14199	1366	42.65778	1.00000	50.58228	5.48660	10.78427	61	9.99487	mobile	678592	80.72489	5.92822	9.44826	36.97483	0.39852	7.25284	2019-06-25 20:11:27	112.26544	9.39740
14.01751	600	12.74542	0268222050597	58.35284	12.14953	lower	52.09384	1.00000	29.26875	5.40867	6.42971	340	7.07417	chrome	1397465	58.57917	7.01718	8.25473	29.01650	0.03762	6.91524	2020-02-19 07:42:37	111.09178	4.71214
6.37904	600	10.12007	0892272440383	28.42480	7.07461	1024	46.31899	0.00000	32.95709	10.17616	7.63434	671	10.02787	firefox	800777	43.27221	9.31160	11.25228	31.65803	0.40536	6.09045	2019-06-17 02:20:34	134.45804	2.01576
9.84742	1024	10.97062	9003650716544	66.86698	14.87816	lower	48.30680	1.00000	43.71923	3.33110	4.46360	2321	10.81268	chrome	1178120	52.76017	7.79189	9.53123	42.74238	0.85908	8.22858	2021-01-17 07:57:16	125.33895	8.25943
7.11034	600	9.76961	1955266508311	66.35853	8.52655	1366	54.95608	1.00000	70.45905	4.75946	9.77653	2403	11.40064	chrome	1034945	73.67113	6.60831	6.93874	70.03998	1.54760	8.35355	2019-01-29 07:38:27	114.71848	4.17407
9.33166	higher	9.91151	2748079515602	48.34945	10.55945	1920	58.13433	1.00000	26.24791	5.31922	6.63334	591	8.06808	edge	1264104	50.51466	6.73309	7.73160	47.85851	0.06577	8.08183	2020-10-17 11:19:05	251.27007	4.00457
7.75202	1080	11.38169	3677048103795	45.79969	7.30314	800	57.21611	0.00000	67.15227	11.70290	6.07207	499	9.59677	mobile	1186044	57.87113	9.38545	8.50432	36.05577	0.27642	8.00238	2022-11-08 04:54:40	212.48914	4.16411
9.26280	lower	10.86851	5425732600208	42.50795	8.80664	1920	42.04898	1.00000	31.95100	6.29256	9.67630	1163	10.38618	edge	1119771	70.06237	7.62137	10.61899	59.96123	0.56820	6.78769	2022-05-09 14:30:59	95.82756	1.86729
5.24327	1024	7.88774	8982486479957	22.64173	9.05234	1024	54.98400	0.00000	42.98337	7.42064	6.92442	1963	10.85636	chrome	1220557	52.15822	7.34491	10.67776	58.70633	0.89794	7.81971	2021-06-10 21:33:41	184.55679	4.90024
11.25573	600	9.18049	3707087353179	61.02564	8.15247	1920	75.82360	1.00000	76.73211	7.34980	8.77843	1937	7.25374	safari	283375	64.67545	6.83876	7.79304	62.43844	0.03561	8.01798	2019-11-08 23:15:10	90.26338	0.69369
6.80851	1080	10.08363	0809511902618	58.73312	8.53791	1920	31.69516	0.00000	57.48390	8.90868	6.92685	1023	10.32709	chrome	189071	59.68806	7.45082	10.62439	46.90252	0.54273	9.26818	2019-02-19 12:55:27	163.83354	7.54268
11.15003	1080	10.68381	9429118685199	68.60920	12.37839	1920	41.24793	1.00000	62.19786	5.00138	5.66103	428	8.03654	firefox	1108880	60.09957	7.46966	8.80881	52.99184	0.06487	8.90395	2019-10-04 13:27:16	168.28656	3.41741
10.60414	800	8.86309	9780343191795	69.20037	10.74838	1366	35.57504	1.00000	35.11745	7.52199	6.14412	384	9.80615	safari	286245	46.14322	8.53883	7.54531	52.79307	0.33334	7.30352	2022-01-25 17:44:53	155.32713	4.42177
8.89743	lower	10.08649	5000934377174	39.27507	7.56959	800	44.99941	1.00000	43.10855	6.24821	9.66507	564	7.82972	firefox	469457	58.96494	8.68485	9.04310	57.52010	0.05521	8.86595	2022-04-17 14:28:36	207.42143	1.18680
5.90358	1024	7.51660	6233396007047	46.00915	9.19362	1024	57.88253	0.00000	47.36567	8.05346	5.41215	1421	8.44616	chrome	84594	64.27698	7.35969	9.89663	61.85969	0.09697	6.45328	2020-11-03 07:40:56	160.02509	2.39077
6.40548	768	8.09466	1651284158162	49.19960	14.64091	1920	69.37513	1.00000	47.82102	3.42416	3.71495	231	10.78746	firefox	158464	58.84177	9.12535	12.26577	57.50137	0.84502	7.14594	2021-08-29 17:34:07	213.82849	4.81482
9.13316	800	8.35351	0154289301904	56.37697	11.14676	1366	32.26179	1.00000	54.52026	5.52377	6.47310	2170	9.45053	opera	492817	10.93677	6.06009	8.53420	39.27068	0.22112	6.94027	2019-09-14 14:09:09	137.52870	3.73575
7.65136	800	7.50566	7980171690602	55.27263	11.74286	lower	39.44479	1.00000	53.17568	6.68469	5.30923	1375	11.15482	mobile	583265	56.09590	8.82395	10.28516	25.10706	1.20125	6.51305	2021-05-27 01:07:49	105.59625	2.03894
9.26716	1080	9.75361	7157971305993	61.51559	11.86427	1280	51.08241	1.00000	32.31317	4.23861	6.42351	537	8.57124	chrome	837218	43.35018	7.63472	9.77328	27.65393	0.09112	6.36451	2020-11-04 08:00:37	107.20070	2.97489
4.84957	1080	6.66897	6289246044441	45.89969	8.01900	1280	40.63993	0.00000	27.95294	7.59836	6.88701	362	8.10321	edge	930929	62.08441	7.85153	11.27754	33.75617	0.08967	6.27276	2021-03-24 23:40:35	170.50449	5.40701
7.49530	800	9.74936	7852222369860	46.08508	3.39758	lower	39.13737	0.00000	59.64947	11.75320	10.29442	2187	9.79523	chrome	1178609	49.68085	6.57520	5.56465	33.62514	0.32156	8.23480	2019-05-12 20:23:16	180.65729	1.84813
10.09639	higher	10.78627	5855011156995	39.95797	12.69815	lower	66.28108	1.00000	34.74548	4.62099	5.80887	1627	9.96183	edge	345912	41.05788	8.41533	8.60216	31.33728	0.38574	7.35326	2019-03-16 13:19:22	189.71316	4.46495
6.01573	800	7.66801	5133834631661	38.51664	9.91814	800	61.76203	0.00000	40.46129	7.42276	5.83167	1677	10.03298	mobile	599063	43.43819	8.31150	10.52217	41.36465	0.40688	7.13842	2020-10-21 18:35:59	143.95124	2.42752
4.13095	768	10.68376	5582314449164	51.20952	4.13816	lower	52.68235	0.00000	41.03129	9.12920	9.19477	2146	8.27126	mobile	1393395	52.95204	7.44759	6.56770	40.80088	0.08352	6.97480	2020-10-04 13:03:40	207.44023	2.92126
12.41178	600	12.96821	5092772284721	68.82832	16.34875	1280	51.93325	1.00000	27.37029	2.76876	3.59000	2162	9.14922	safari	888499	49.76991	6.89048	9.99382	19.53278	0.17190	6.78564	2023-03-26 22:10:26	221.32499	3.07320
3.92789	768	8.71877	2868517678031	61.57007	5.67592	higher	53.23891	0.00000	51.37473	7.62218	9.12895	2143	9.22554	chrome	1226348	48.61123	6.90151	8.32931	37.19813	0.20757	7.50733	2019-11-03 02:21:15	150.71276	1.48991
5.96085	800	10.03704	8948249726348	54.16168	9.32263	1920	32.19313	0.00000	47.39511	9.13293	5.55338	2142	11.08471	other	248363	35.26104	7.57373	9.94865	47.19419	1.13856	6.66092	2022-01-22 09:43:25	124.18250	3.51190
9.66449	800	10.28244	6077387444318	49.77923	8.92461	lower	47.09413	1.00000	56.70354	6.24070	9.36255	1562	9.28335	edge	472199	51.21093	8.94185	10.87973	44.09246	0.20268	8.13636	2021-03-04 01:42:38	180.67640	1.25975
6.55039	lower	8.57273	9114738108745	36.57524	7.68635	1920	56.79273	0.00000	71.79577	8.88030	7.51384	1649	9.85658	chrome	601414	20.38456	9.23237	9.60626	59.89150	0.33450	7.32291	2022-06-11 17:01:45	131.61942	6.44628
6.99009	768	8.19842	9249368131006	55.67792	3.01762	1366	46.67929	0.00000	66.86067	10.66595	11.26107	393	9.41580	edge	162664	54.21844	7.66792	5.81597	53.72606	0.23703	7.37028	2022-03-19 23:04:47	184.54764	2.82254
8.26316	800	8.30784	3300117047873	55.96549	11.07913	1280	52.56676	1.00000	37.43757	6.37228	6.12089	19	9.89599	mobile	876899	65.10513	6.29008	10.40338	47.65774	0.34420	7.00443	2021-11-09 21:38:31	166.35154	4.76738
8.23949	higher	12.39826	1813231620829	63.80649	7.87405	higher	54.47981	0.00000	76.47940	11.59526	6.55080	108	12.20143	chrome	822083	47.87949	7.18564	7.56497	34.61303	3.39143	6.64247	2022-07-13 04:58:07	187.14702	1.85483
10.34608	lower	11.14344	9700315176117	37.44424	10.84784	1366	52.84870	1.00000	37.92785	5.54380	8.70927	990	12.16332	safari	697546	44.47159	6.27203	9.54364	31.61125	3.27661	7.62848	2022-11-23 10:18:20	117.82189	5.39077
4.56407	higher	8.04601	6595607490865	45.18004	9.53044	lower	43.40351	0.00000	40.63132	7.30938	5.73887	255	10.13415	mobile	137274	65.36837	8.90073	10.55532	65.81388	0.44543	7.41794	2018-10-10 04:26:33	128.37163	4.49670
12.39906	lower	11.55911	8963251903846	38.62804	8.89009	lower	51.53053	1.00000	51.20167	8.03386	8.13679	2290	6.17441	edge	1106881	37.03073	7.18734	11.32437	48.68936	0.01044	8.19004	2019-08-12 13:10:54	195.63865	7.74051
8.35901	800	9.58859	1871675878510	70.07344	9.89857	800	48.81368	1.00000	37.33641	4.88920	9.41065	1358	11.49379	opera	1446176	59.83221	9.36129	10.59960	43.59629	1.69223	7.78708	2021-12-15 10:13:02	140.66136	5.96844
8.09608	lower	9.97869	0353899185564	22.34800	4.70048	1366	58.47952	0.00000	29.82978	10.28180	9.47985	1210	8.83337	edge	1183126	58.52910	6.14210	4.98751	12.30500	0.12959	7.43346	2022-11-18 01:34:47	3.71491	2.68124
5.55358	higher	10.83610	0889221858818	54.49809	5.51291	800	29.18077	0.00000	68.85227	8.90845	8.01092	2027	8.58923	chrome	552135	57.79086	5.60497	4.54286	52.92556	0.08873	8.04863	2021-10-03 22:45:27	242.69999	1.73015
9.43890	1080	10.59124	3693047743060	65.80107	6.27938	1024	37.74035	1.00000	40.58741	8.08713	9.86438	1861	7.37770	mobile	1477519	73.42836	6.36452	8.46953	48.43931	0.05228	7.57144	2020-03-06 00:34:39	180.18261	7.47895
8.79186	1080	7.35688	0605024840559	48.22643	9.85260	lower	50.75441	1.00000	56.94959	7.25962	6.80202	766	9.38308	chrome	128272	51.15190	8.28755	9.15586	59.95966	0.22260	8.51805	2020-06-17 15:34:17	179.94983	8.54007
4.16818	768	8.98764	5383253315653	45.50946	6.78423	800	59.47762	1.00000	44.08403	10.74499	5.95024	1674	9.76412	other	311835	46.74313	8.48203	8.99200	63.43155	0.31337	7.97437	2020-12-14 17:12:02	125.70765	2.22369
12.88632	768	11.72687	7524455141918	53.21462	14.21254	800	39.10631	1.00000	48.44531	6.62207	3.49578	2301	9.41743	mobile	779718	41.39996	8.38759	8.42028	48.31293	0.23341	8.32529	2021-01-19 20:49:12	218.28393	1.42111
8.71367	600	8.37944	1431990513604	38.19933	2.24366	lower	28.59484	0.00000	56.78054	11.86091	11.93191	74	9.50867	edge	690747	64.96828	8.08657	4.48478	38.60614	0.24523	7.99951	2021-07-19 11:46:13	225.94239	0.85336
7.40879	1024	8.38220	9557995226621	60.34682	5.12831	1920	47.23832	0.00000	47.97304	10.46522	9.20866	934	10.77592	edge	889295	42.99253	9.72739	4.26606	45.82957	0.83992	8.22846	2022-03-14 14:07:58	187.17906	1.66401
12.43933	higher	11.29748	1139236743784	47.29178	12.40542	1920	45.06408	1.00000	55.89822	6.52239	5.26956	1304	7.93917	opera	1133592	48.34800	7.15249	9.68811	36.63533	0.06132	9.18816	2020-01-27 07:27:09	147.07305	7.18140
5.90289	600	9.00643	2769759539022	45.93954	5.55025	800	56.65288	0.00000	72.49206	8.08494	8.84121	1326	8.37225	edge	1220711	69.33384	8.33785	5.19648	41.65520	0.08306	6.52376	2019-01-12 03:20:51	124.19628	4.69163
5.78804	1080	9.61391	2267882622159	52.92178	9.75869	1024	54.96786	0.00000	53.55354	9.25721	4.54469	1699	11.42902	edge	712038	63.61606	7.39758	7.87885	36.65422	1.57955	7.83345	2022-11-09 08:17:00	106.78693	8.21281
9.81358	lower	10.24205	9843319963533	23.19474	6.94022	1024	63.05815	1.00000	49.43648	7.45215	9.56989	1353	6.69003	mobile	1460123	63.27780	8.14361	9.26272	46.58299	0.02640	7.40797	2022-01-25 16:09:37	305.23047	3.86978
4.08661	1024	6.04433	7371205787328	49.27177	6.93794	800	56.64440	0.00000	52.85828	7.33204	8.39826	104	7.40766	firefox	312880	56.71577	7.62674	14.07808	43.89376	0.03323	8.81899	2019-03-30 12:40:09	206.37004	0.88001
7.10579	higher	8.93837	6517163862498	68.02508	10.67819	800	26.08756	1.00000	92.35951	4.87469	7.38743	2282	10.10429	mobile	680873	36.65677	7.78504	11.14793	51.04880	0.42107	9.45460	2023-04-05 10:20:23	98.68957	4.35360
6.61267	lower	6.12539	9630785846947	43.55505	7.43305	1280	81.30465	0.00000	63.66999	6.55496	9.13864	71	9.61098	edge	1266057	46.02174	6.77696	7.81551	35.87183	0.27679	8.65946	2019-02-20 13:24:33	136.38016	4.64531
7.43876	800	9.22324	2789799968255	38.97818	3.04048	1920	42.34840	0.00000	65.05548	11.55224	10.39217	749	9.44306	safari	757884	64.65990	8.24887	4.03162	35.66785	0.22262	6.92966	2019-08-30 01:31:59	167.60998	0.57025
5.39010	1080	9.03634	7103595177256	42.85053	4.74401	1366	58.33454	0.00000	68.63463	8.90602	9.49156	384	9.22663	edge	926832	39.53455	9.15162	5.75270	63.73109	0.19353	8.13865	2020-11-26 15:45:23	226.81392	6.32141
8.83446	1080	8.99172	0530194035835	47.67413	12.76142	1366	49.23757	1.00000	33.38866	5.69858	5.15821	2033	10.48639	edge	1491281	60.19933	7.53958	11.06721	31.54913	0.62328	8.71650	2019-11-10 15:30:58	186.34340	0.34420
10.43731	768	10.53321	7712000273300	24.77163	8.86839	higher	57.98562	1.00000	46.78115	6.88426	7.75115	2480	7.59061	firefox	1024155	60.64433	6.28667	6.97835	42.87546	0.05405	7.12597	2021-02-09 08:16:35	152.10467	3.52652
6.09525	1024	4.14892	6573546383011	37.07724	5.69552	1280	42.23162	0.00000	43.64335	6.89035	11.52715	772	9.97590	safari	1081484	22.46372	7.10423	10.05286	40.99259	0.39423	7.39514	2022-02-24 01:22:22	117.29701	3.26009
8.25751	1024	6.67642	6760373742375	59.95466	7.75907	1920	45.90605	1.00000	79.66935	10.37860	6.95944	1810	9.57792	edge	611285	30.83967	6.76257	8.98344	52.50230	0.27231	8.73800	2022-11-12 11:27:43	164.75167	1.66567
12.40508	higher	11.65687	5896961301387	68.76094	12.63737	1280	60.36405	1.00000	39.23251	5.50392	5.97303	1990	10.20393	edge	1025570	56.08734	8.38090	6.51331	67.55588	0.48971	6.66705	2021-07-26 08:39:30	110.90322	1.17010
6.62007	768	10.08609	8476199674759	68.73694	4.52520	1920	54.95550	0.00000	11.31133	10.14816	9.21227	1533	9.14210	edge	158631	53.29484	6.82855	4.97472	42.35758	0.18147	6.22272	2019-01-10 07:30:43	158.47160	10.99328
7.85016	lower	8.65774	7178050569280	39.01907	5.86151	1024	29.40573	1.00000	34.64575	6.75011	10.13526	1713	6.37833	chrome	223781	45.37513	5.90160	8.03217	32.61270	0.04439	9.27284	2022-05-24 23:07:46	193.09498	6.33068
4.95702	1080	10.96829	2925932026349	27.59705	6.54441	800	51.48134	0.00000	55.57337	6.96250	8.11242	2234	8.05556	edge	1078395	45.42838	6.30282	6.81164	23.79086	0.05777	6.56155	2022-12-19 07:59:20	98.24205	3.32257
6.37708	768	5.22872	8283594199998	72.08614	8.65239	1366	44.29488	1.00000	44.33256	9.29309	6.43819	2235	10.00694	mobile	1074746	52.00778	8.67085	11.18130	61.57901	0.38518	7.51358	2019-01-05 11:32:33	217.42767	4.83769
9.92380	1080	10.08941	0182766717894	76.42654	8.80892	higher	34.41340	1.00000	60.16614	6.48288	8.95400	1630	9.20265	chrome	305209	47.39226	6.60864	8.70819	39.86259	0.18545	8.46956	2020-02-10 02:22:38	137.53333	1.48356
6.29892	768	8.64661	9504754284125	63.62496	9.86791	1024	32.27513	0.00000	43.65488	7.94220	5.33758	988	9.31880	safari	283610	68.23507	8.24594	10.63014	44.31896	0.20525	7.13198	2022-02-15 01:36:26	280.94785	3.79074
11.88885	higher	11.64806	5313374030371	54.65336	11.69987	higher	36.32068	1.00000	51.06245	5.48957	6.11309	724	8.11439	edge	983369	61.94570	6.93790	6.98034	49.73396	0.06643	6.33286	2023-08-15 19:04:10	140.46053	8.97680
6.81793	600	8.16054	0745464750817	59.51313	9.22515	1280	38.35749	0.00000	28.81334	7.47754	7.02297	1146	9.65297	safari	868077	44.12691	6.87532	11.24468	38.65654	0.28177	7.66031	2020-09-30 17:45:56	222.21147	1.26393
11.12965	1080	7.20429	0170797827286	54.33111	9.82120	1920	46.80691	1.00000	48.21561	5.83672	8.71296	1677	8.66532	mobile	322922	40.24429	5.57839	9.21566	42.18581	0.12778	5.21742	2019-03-19 19:55:31	99.68839	5.57319
7.44798	800	8.30139	0777065436838	70.08303	9.81268	1366	53.87083	0.00000	30.70059	8.95897	5.30228	2101	9.75044	opera	424684	72.01474	7.71386	10.11098	31.59300	0.31671	7.67866	2022-02-03 16:15:18	240.46125	0.24996
11.41640	lower	11.00259	5985889331634	31.74587	11.87204	1920	48.34086	1.00000	17.35443	7.45493	4.88326	83	8.04125	chrome	466484	50.77492	7.79718	9.98545	41.58706	0.06914	6.75923	2020-10-05 03:38:17	174.66752	1.01852
